identificador,tipo_de_subasta,cuenta_expediente,fecha_de_inicio,fecha_de_conclusion,cantidad_reclamada,anuncio_BOE,valor_subasta,tasacion,puja_minima,tramos_entre_pujas,importe_del_deposito,direccion,codigo_postal,localidad,provincia,puja,pm2,difference,prediccion_puja
SUB-JA-2020-150830,JUDICIAL EN VÍA DE APREMIO,4134 0000 06 0088 12,11-08-2020,31-08-2020,11081,BOE-B-2020-25588,35700,0,0,714,1785,CALLE CANDELARIA 19,41850,VILLAMANRIQUE DE LA CONDESA,Sevilla,45696,705,24619,18814
SUB-JA-2019-139810,JUDICIAL EN VÍA DE APREMIO,2459 0000 00 1009 14,11-08-2020,31-08-2020,97688,BOE-B-2020-25571,277698,0,200,5553,13884,"C/ SAN VALERO Nº 3, SEMISÓTANO DERECHA",28038,MADRID,Madrid,166818,2357,180010,96737
SUB-JA-2020-144436,JUDICIAL EN VÍA DE APREMIO,5319 0000 06 0273 18,07-08-2020,27-08-2020,53099,BOE-B-2020-25057,72289,0,0,1445,3614,"C/ BARRIO SAN JOSE Nº 1, PLANTA 2ª PUERTA 3",46185,LA POBLA DE VALLBONA,Valencia,15903,1212,19190,52746
SUB-JA-2020-149679,JUDICIAL EN VÍA DE APREMIO,2064 0000 06 0435 13,06-08-2020,26-08-2020,68005,BOE-B-2020-24841,104258,104258,0,2085,5212,PARCELA 5 5 UNIDAD DE EJECUCION P8 PGOU,23700,LINARES,Jaén,68810,684,36253,58461
SUB-JA-2020-151820,JUDICIAL EN VÍA DE APREMIO,0769 0000 06 0412 14,06-08-2020,26-08-2020,357438,BOE-B-2020-24837,397800,0,0,7956,19890,"c/Del Bruc de Dalt, 2",8294,EL BRUC,Barcelona,206856,2132,40362,229680
SUB-JA-2020-151745,JUDICIAL EN VÍA DE APREMIO,2198 0000 06 0527 15,06-08-2020,26-08-2020,24877,BOE-B-2020-24842,72000,0,0,0,3600,CALLE MARIOLA 45-47 BL.A ESC.2 2º 2ª,25003,LLEIDA,Lérida,32589,905,47123,34567
SUB-JA-2020-151011,JUDICIAL EN VÍA DE APREMIO,4241 0000 06 0164 16,04-08-2020,24-08-2020,109380,BOE-B-2020-24622,287507,287507,0,0,14375,"Avda. de Catalunya, 12, 1º 3ª",43830,Torredembarra,Tarragona,143753,1871,178127,148926
SUB-JA-2020-148947,JUDICIAL EN VÍA DE APREMIO,2460 0000 18 0228 18,04-08-2020,24-08-2020,101237,BOE-B-2020-24643,113500,0,0,0,5675,"AVDA GRAL FANJUL 64, HOY AVDA DE LAS AGUILAS 64, PLANTA 5 A, 28044 DE MADRID, COLONIA STA MARGARITA",28044,MADRID,Madrid,110344,2356,12263,91372
SUB-JA-2020-143880,JUDICIAL EN VÍA DE APREMIO,4422 0000 06 0100 17,04-08-2020,24-08-2020,68333,BOE-B-2020-24665,98200,0,0,1964,4910,CAlle San Pedro nº 100 3ª planta Puerta 10.,46500,SAGUNTO,Valencia,68740,888,29867,56103
SUB-JA-2020-150519,JUDICIAL EN VÍA DE APREMIO,4532 0000 06 0813 17,04-08-2020,24-08-2020,173442,BOE-B-2020-24657,198200,198200,0,3964,9910,PLAZA DEL EJERCITO ESPAÑOL SN,46980,PATERNA,Valencia,122884,1214,24758,116900
SUB-JA-2020-151565,JUDICIAL EN VÍA DE APREMIO,0093 0000 05 0287 17,04-08-2020,24-08-2020,6636,BOE-B-2020-24614,112503,0,0,2250,5625,"URB. JACARANDAS C/ IV BLOQUE 8, ES I, Pª 31",3750,PEDREGUER,Alicante,63001,1865,105867,59901
SUB-JA-2020-151482,JUDICIAL EN VÍA DE APREMIO,5062 0000 06 0757 18,31-07-2020,20-08-2020,1348553,BOE-B-2020-24002,1606280,0,0,0,80314,"Calle Barcelona, 125, local comercial n.1, planta baja",43870,Amposta,Tarragona,270200,711,257727,901165
SUB-JA-2020-151735,JUDICIAL EN VÍA DE APREMIO,3942 0000 06 0029 18,31-07-2020,20-08-2020,282138,BOE-B-2020-24028,394800,394800,0,7896,19740,C/ RODRIGO CARRASCO Nº 60,45200,ILLESCAS,Toledo,197400,1430,112662,197354
SUB-JA-2020-146858,JUDICIAL EN VÍA DE APREMIO,0429 0000 06 0012 15,30-07-2020,19-08-2020,213752,BOE-B-2020-23807,399350,0,0,7987,19967,c/ Vicente Buades nº 76-1º-1ª,7470,Puerto Pollença,Baleares,239610,3492,185598,217332
SUB-JA-2020-144105,JUDICIAL EN VÍA DE APREMIO,0215 0000 06 0165 11,30-07-2020,19-08-2020,953285,BOE-B-2020-23829,260000,0,0,5200,13000,CALLE ANTONIO GAUDÍ TIPO A.,3110,MUCHAMIEL,Alicante,182000,1279,-693285,101969
SUB-JA-2020-151419,JUDICIAL EN VÍA DE APREMIO,4207 0000 06 0226 17,28-07-2020,17-08-2020,162172,BOE-B-2020-23557,410002,0,0,8200,20500,C/ SEVERO OCHOA 74,29680,ESTEPONA,Málaga,254201,2981,247830,218224
SUB-JA-2020-151577,JUDICIAL EN VÍA DE APREMIO,2334 0000 06 0297 16,28-07-2020,17-08-2020,584915,BOE-B-2020-23525,1015000,0,0,20300,50750,"calle de la Herradura, nº 20",28810,VILLALBILLA,Madrid,507500,1803,430085,475240
SUB-JA-2020-150230,JUDICIAL EN VÍA DE APREMIO,3227 0000 05 0128 14,28-07-2020,17-08-2020,122702,BOE-B-2020-23594,259500,0,0,5190,12975,LUGAR TAPADA DE BOUZAS Nº 18,32071,PEREIRO DE AGUIAR,Orense,129750,1722,136798,126521
SUB-JA-2020-145375,JUDICIAL EN VÍA DE APREMIO,4322 0000 06 0144 13,28-07-2020,17-08-2020,161302,BOE-B-2020-23628,85234,0,0,1704,4261,BERRUGETE 21,45190,NAMBROCA,Toledo,85234,696,-76068,65465
SUB-JA-2020-151315,JUDICIAL EN VÍA DE APREMIO,5179 0000 06 0847 19,28-07-2020,17-08-2020,32988,BOE-B-2020-23535,122400,0,0,2448,6120,"CALLE ARTEMISA, Nº62",21440,LEPE,Huelva,85680,995,89412,70141
SUB-JA-2020-151179,JUDICIAL EN VÍA DE APREMIO,4725 0000 05 0115 17,28-07-2020,17-08-2020,230000,BOE-B-2020-23544,142736,0,0,0,7136,"calle COLON DE LARREATEGUI, Nº 12 PISO CUARTO IZQUIERDA",48001,BILBAO,Vizcaya,99950,5136,-87264,115737
SUB-JA-2020-150115,JUDICIAL EN VÍA DE APREMIO,5066 0000 00 1134 14,28-07-2020,17-08-2020,88812,BOE-B-2020-23580,122484,0,0,2449,6124,"CALLE PICO CEJO,6-BAJO 2",28038,MADRID,Madrid,31845,2357,33672,91972
SUB-JA-2020-121439,JUDICIAL EN VÍA DE APREMIO,0556 0000 06 0192 15,28-07-2020,17-08-2020,47334,BOE-B-2020-23542,186234,0,0,3724,9311,"Calle Condesa Pardo Bazán 13, Bajos 3ª",8027,Barcelona,Barcelona,81943,3433,138900,108544
SUB-JV-2020-151929,JUDICIAL VOLUNTARIA,4450 0000 78 0042 17,28-07-2020,17-08-2020,910,BOE-B-2020-23633,49152,49152,0,983,2457,"CALLE SIERRA DE AGULLENT, 6-6",46015,VALENCIA,Valencia,42271,2113,48242,32978
SUB-JA-2019-120601,JUDICIAL EN VÍA DE APREMIO,4004 0000 00 0986 13,24-07-2020,13-08-2020,96991,BOE-B-2020-23050,55299,0,0,1105,2764,"C/ LEBRELES( BLOQUE 41) 3, PLANTA BAJA, PUERTA IZQUIERDA",41006,SEVILLA,Sevilla,1105,1198,-41692,56672
SUB-JA-2020-150537,JUDICIAL EN VÍA DE APREMIO,2376 0000 05 0698 15,24-07-2020,13-08-2020,329593,BOE-B-2020-23007,674700,0,0,0,33735,Calle Ramón y Cajal num. 25,28902,GETAFE,Madrid,404820,2206,345107,369404
SUB-JA-2020-144603,JUDICIAL EN VÍA DE APREMIO,1293 0000 06 0357 12,24-07-2020,13-08-2020,62774,BOE-B-2020-23004,191145,0,0,3822,9557,"URBANIZACION EL PARRAL, EDIFICIO LAS FLORES I",29120,ALHAURIN EL GRANDE,Málaga,80281,1512,128371,94479
SUB-JA-2020-147773,JUDICIAL EN VÍA DE APREMIO,4532 0000 05 0744 18,24-07-2020,13-08-2020,132210,BOE-B-2020-23037,224500,224500,0,4490,11225,CALLE CASTELLON NUMERO 8,46100,BURJASSOT,Valencia,49390,1261,92290,122315
SUB-JA-2020-151100,JUDICIAL EN VÍA DE APREMIO,2333 0000 06 1679 14,23-07-2020,12-08-2020,123735,BOE-B-2020-22781,66100,0,0,1322,3305,"C/ BAZA, Nº 4, 3º A",28802,ALCALA DE HENARES,Madrid,64778,1558,-57635,67287
SUB-JA-2020-145896,JUDICIAL EN VÍA DE APREMIO,1936 0000 06 0821 18,21-07-2020,10-08-2020,122208,BOE-B-2020-22577,188000,0,0,3760,9400,PISO C TIPO B1 PTA. 3 CCPP. EL BUHO,21730,ALMONTE,Huelva,131600,1149,65792,102549
SUB-JA-2020-151235,JUDICIAL EN VÍA DE APREMIO,3152 0000 06 0103 19,21-07-2020,10-08-2020,57444,BOE-B-2020-22578,120000,120000,0,0,6000,"CALLE SAN SALVADOR, 4",31740,SANTESTEBAN,Navarra,120000,1884,62556,81260
SUB-JA-2020-150546,JUDICIAL EN VÍA DE APREMIO,1686 0000 06 0022 19,21-07-2020,10-08-2020,191492,BOE-B-2020-22582,199423,0,0,3988,9971,"Caserio Cereja, s/n",17527,CEREJA - LLIVIA,Gerona,139596,2843,7931,138765
SUB-JA-2020-150522,JUDICIAL EN VÍA DE APREMIO,1686 0000 06 0180 17,17-07-2020,06-08-2020,219236,BOE-B-2020-21950,339600,0,0,6792,16980,"Ctra. N152, Cal Peraire, 6",17520,Puigcerdà,Gerona,183384,2278,120364,176297
SUB-JA-2020-148450,JUDICIAL EN VÍA DE APREMIO,3113 0000 05 0804 16,17-07-2020,06-08-2020,49616,BOE-B-2020-21963,145400,0,0,2908,7270,"C/ LOMA DE LOS RISCOS, 27. 4º D",29620,TORREMOLINOS,Málaga,87240,2593,95784,87980
SUB-JA-2020-149308,JUDICIAL EN VÍA DE APREMIO,2459 0000 00 0460 16,17-07-2020,06-08-2020,116726,BOE-B-2020-21939,129200,0,200,2584,6460,"Calle Zarzuela, 4 - Piso: 1",28044,Madrid,Madrid,124232,2356,12474,97678
SUB-JA-2020-149827,JUDICIAL EN VÍA DE APREMIO,4346 0000 06 0521 16,17-07-2020,06-08-2020,66883,BOE-B-2020-21947,119000,0,0,2380,5950,CALLE RAMON Y CAJAL Nº 28 3º PTA 12,46900,BURJASSOT,Valencia,59500,1079,52117,68323
SUB-JA-2020-149192,JUDICIAL EN VÍA DE APREMIO,2460 0000 18 0597 16,17-07-2020,06-08-2020,172462,BOE-B-2020-21938,269570,0,0,0,13478,"C/ ALJARAFE, Nº 6, 7º A",28053,MADRID,Madrid,188699,2195,97108,153925
SUB-JA-2020-150271,JUDICIAL EN VÍA DE APREMIO,3755 0000 05 0139 19,16-07-2020,05-08-2020,165686,BOE-B-2020-21783,289440,0,0,5788,14472,"Vereda del Medio, nùmero 32, Tacoronte",38350,Tacoronte,Santa Cruz de Tenerife,86832,1338,123754,150453
SUB-JA-2020-149637,JUDICIAL EN VÍA DE APREMIO,4264 0000 06 0358 18,16-07-2020,05-08-2020,13403,BOE-B-2020-21727,66547,66547,0,0,3327,"ORTAL Nº 1 C/ PADRE ALCALA, BLOQUE 3. PLANTA DEL PISO 2º, DCHA",44500,ANDORRA,Teruel,15848,670,53144,34074
SUB-JA-2020-150798,JUDICIAL EN VÍA DE APREMIO,5334 0000 06 0064 18,16-07-2020,05-08-2020,83463,BOE-B-2020-21773,153120,153120,0,3062,7656,avd. lusitania nº 3 3ºa,6800,MERIDA,Badajoz,82684,915,69657,76752
SUB-JV-2020-150401,JUDICIAL VOLUNTARIA,3033 0000 05 1721 11,16-07-2020,05-08-2020,0,BOE-B-2020-21769,885393,885393,0,17707,44269,"CALLE SANTA MARIA Nº 12, MALAGA",29015,MALAGA,Málaga,566651,3387,885393,593794
SUB-JA-2020-148385,JUDICIAL EN VÍA DE APREMIO,2460 0000 18 0494 13,14-07-2020,03-08-2020,166174,BOE-B-2020-21435,270827,0,0,0,13541,"CALLE SANTA FE N 11, 1 IZQUIERDA DE MADRID",28008,MADRID,Madrid,192456,5394,104653,210451
SUB-JA-2020-150463,JUDICIAL EN VÍA DE APREMIO,4408 0000 05 0551 19,14-07-2020,03-08-2020,92084,BOE-B-2020-21456,111908,0,0,2238,5595,"AVENIDA ALBAIDA Nº 18, PUERTA NOVENA, 3ª PLANTA",46870,ONTINYENT,Valencia,60430,761,19824,65782
SUB-JA-2020-149693,JUDICIAL EN VÍA DE APREMIO,4883 0000 05 0207 15,14-07-2020,03-08-2020,161738,BOE-B-2020-21508,288199,0,0,5763,14409,"REINO UNIDO, 2, BLOQUE 1, 2º D",45005,TOLEDO,Toledo,178683,1783,126461,165375
SUB-JA-2020-148115,JUDICIAL EN VÍA DE APREMIO,2353 0000 05 0110 19,14-07-2020,03-08-2020,84668,BOE-B-2020-21347,193344,0,0,3866,9667,"C/ LA PRINCESA, 28 3ºA",28925,ALCORCON,Madrid,92805,2446,108676,98551
SUB-JA-2020-146414,JUDICIAL EN VÍA DE APREMIO,3202 0000 06 0712 15,14-07-2020,03-08-2020,190083,BOE-B-2020-21510,178350,0,2000,3567,8917,CALLE TESORO 17,28110,ALGETE,Madrid,126845,1750,-11733,113811
SUB-JA-2020-148358,JUDICIAL EN VÍA DE APREMIO,1351 0000 06 0720 16,14-07-2020,03-08-2020,175748,BOE-B-2020-21453,265965,0,0,5319,13298,"CALLE ARAGO, 11-4º-D",12593,MONCOFA,Castellón,132983,1160,90217,133073
SUB-JA-2020-146223,JUDICIAL EN VÍA DE APREMIO,3161 0000 05 0028 19,14-07-2020,03-08-2020,346783,BOE-B-2020-21463,300960,300960,0,0,15048,CALLE DONIBANE Nº 4,31780,BERA,Navarra,272267,2496,-45823,258119
SUB-JA-2020-150609,JUDICIAL EN VÍA DE APREMIO,2230 0000 06 0903 16,14-07-2020,03-08-2020,237575,BOE-B-2020-21566,240637,0,0,0,12031,"URBANIZACION ES FORTI, CALA LLONGA",7660,SANTANYI,Baleares,168256,4004,3062,149794
SUB-JA-2019-135850,JUDICIAL EN VÍA DE APREMIO,0622 0000 06 0715 14,14-07-2020,03-08-2020,244196,BOE-B-2020-21370,323873,0,0,6477,16193,"C/ Hospital 118-120, 4º 2ª",8001,BARCELONA,Barcelona,213756,3590,79677,233745
SUB-JA-2020-150002,JUDICIAL EN VÍA DE APREMIO,4293 0000 05 0365 12,10-07-2020,30-07-2020,67793,BOE-B-2020-20742,109804,0,0,2196,5490,CALLE CLAVELES 8,45600,SAN ROMAN DE LOS MONTES,Toledo,68079,790,42011,58461
SUB-JA-2020-150240,JUDICIAL EN VÍA DE APREMIO,4880 0000 06 0196 16,10-07-2020,30-07-2020,37732,BOE-B-2020-20670,53784,0,0,0,2689,"AV. ESCUELAS PÍAS, 6",50360,DAROCA,Zaragoza,48857,800,16052,36415
SUB-JA-2020-149781,JUDICIAL EN VÍA DE APREMIO,2219 0000 06 0051 18,10-07-2020,30-07-2020,671399,BOE-B-2020-20753,577911,0,0,11558,28895,calle deth centre 23,25530,Vielha,Lérida,127140,1722,-93488,232729
SUB-JA-2020-150505,JUDICIAL EN VÍA DE APREMIO,3997 0000 05 0319 13,10-07-2020,30-07-2020,208572,BOE-B-2020-20737,188417,0,0,3768,9420,PARCELA M-10 DEL PLAN PARCIAL SUP-GU-3 DE BELLAVISTA,41014,Sevilla,Sevilla,113050,2124,-20155,119266
SUB-JV-2020-150046,JUDICIAL VOLUNTARIA,4152 0000 05 0047 19,09-07-2020,29-07-2020,0,BOE-B-2020-20452,23456,23456,0,469,1172,"CALLE MAYOR, NÚMERO 4, DE SERÓN DE NÁGIMA",42127,SERÓN DE NÁGIMA,Soria,20172,1200,23456,21943
SUB-JV-2020-150352,JUDICIAL VOLUNTARIA,4812 0000 05 0093 18,09-07-2020,29-07-2020,67649,BOE-B-2020-20464,67649,0,0,1352,3382,"CALLE CARBAJES NUM. 7, 1º D",49600,BENAVENTE,Zamora,12176,770,0,46118
SUB-JA-2020-146633,JUDICIAL EN VÍA DE APREMIO,2701 0000 07 0468 14,07-07-2020,27-07-2020,110594,BOE-B-2020-20052,202382,0,0,4047,10119,PLAZA DE LA CONSTITUCION 14,28840,VELILLA DE SAN ANTONIO,Madrid,145715,1802,91788,105048
SUB-JA-2020-149583,JUDICIAL EN VÍA DE APREMIO,0506 0000 05 0044 17,07-07-2020,27-07-2020,135200,BOE-B-2020-20044,601969,0,0,0,30098,C/SA MITGERA S/N,7760,CIUTADELLA DE MENORCA,Baleares,175760,2185,466769,209444
SUB-JA-2020-149104,JUDICIAL EN VÍA DE APREMIO,0916 0000 06 0447 14,07-07-2020,27-07-2020,86072,BOE-B-2020-20246,144490,0,0,0,7224,"Calle Luces de la ciudad nº 19, bloque II, 3º, B",50012,ZARAGOZA,Zaragoza,104160,1950,58418,90110
SUB-JA-2020-148468,JUDICIAL EN VÍA DE APREMIO,3751 0000 05 1081 06,07-07-2020,27-07-2020,9178,BOE-B-2020-20186,145101,0,0,2902,7255,EL CALVARIO,38000,TACORONTE,Santa Cruz de Tenerife,20314,1722,135923,72662
SUB-JA-2020-148253,JUDICIAL EN VÍA DE APREMIO,2696 0000 06 0594 16,07-07-2020,27-07-2020,190879,BOE-B-2020-20189,276500,0,0,5530,13825,"c/ Javier Vicente Montero nº 6, portal H, planta 2ª letra B Edif. Aires del Tomillar, 3ª fase",28280,El Escorial,Madrid,226730,2276,85621,109322
SUB-JA-2020-146931,JUDICIAL EN VÍA DE APREMIO,4346 0000 05 0519 14,07-07-2020,27-07-2020,7608,BOE-B-2020-20160,71452,0,0,1429,3572,calle Pi i Margall,46900,BURJASSOT,Valencia,51445,1079,63844,35748
SUB-JA-2019-129873,JUDICIAL EN VÍA DE APREMIO,3657 0000 06 0156 12,07-07-2020,27-07-2020,10358569,BOE-B-2020-20233,172482,0,0,3449,8624,calle tras da cruz nº2,36620,VILANOVA DE AROUSA,Pontevedra,106939,1412,-10186087,236795
SUB-JA-2020-148686,JUDICIAL EN VÍA DE APREMIO,2459 0000 00 1149 13,02-07-2020,22-07-2020,226867,BOE-B-2020-19281,329280,0,200,6585,16464,"CALLE MATÍAS TURRIÓN 20, 1-C, DE MADRID",28043,MADRID,Madrid,237281,4418,102413,128862
SUB-JA-2020-149021,JUDICIAL EN VÍA DE APREMIO,4198 0000 05 0677 19,02-07-2020,22-07-2020,40494,BOE-B-2020-19263,53000,0,0,0,2650,"Calle Ronda, 24",43870,Amposta,Tarragona,37100,711,12506,39724
SUB-JA-2020-144274,JUDICIAL EN VÍA DE APREMIO,1298 0000 06 0174 15,11-06-2020,21-07-2020,105060,BOE-B-2020-15549,318665,0,0,0,15933,"URB. PUERTO DE SOTOGRANDE, VIVIENTDA PUERTA 9, PLATA 2 O ESC. 2",11360,SAN ROQUE,Cádiz,264915,1830,213605,156905
SUB-JA-2019-136836,JUDICIAL EN VÍA DE APREMIO,0709 0000 05 1214 10,30-06-2020,20-07-2020,1126,BOE-B-2020-18934,4933,0,0,98,246,"COMPLEJO TURÍSTICO DENOMINADO LAS ROSAS, SITO EN EL MUNICIPIO DE SANTIAGO DEL TEIDE, EN EL BARRIO DE PUERTO SANTIAGO",38683,SANTIAGO DEL TEIDE,Santa Cruz de Tenerife,2565,2611,3807,13573
SUB-JA-2018-104451,JUDICIAL EN VÍA DE APREMIO,4861 0000 05 0495 14,30-06-2020,20-07-2020,165000,BOE-B-2020-18975,238970,238970,0,4779,11948,"Calle Chile, 22",28751,La Cabrera,Madrid,195955,1722,73970,132791
SUB-JA-2019-130976,JUDICIAL EN VÍA DE APREMIO,1904 0000 06 0815 15,30-06-2020,20-07-2020,92165,BOE-B-2020-18838,120361,0,0,0,6018,NUEVO PORTIL PARCELA RC-4 PLANTA 1-11,21450,CARTAYA,Huelva,112770,883,28196,72634
SUB-JA-2020-149078,JUDICIAL EN VÍA DE APREMIO,1360 0000 06 0149 16,30-06-2020,20-07-2020,29918,BOE-B-2020-18821,106300,0,0,2126,5315,CALLE OLIVAS SN,13619,ARENALES DE SAN GREGORIO,Ciudad Real,44646,202,76382,52512
SUB-JA-2020-149481,JUDICIAL EN VÍA DE APREMIO,4332 0000 06 0208 19,30-06-2020,20-07-2020,106162,BOE-B-2020-18981,222798,0,0,4455,11139,"CALLE MADRID, 33",45510,FUENSALIDA,Toledo,106943,649,116636,115842
SUB-JV-2020-147435,JUDICIAL VOLUNTARIA,3929 0000 05 0047 19,30-06-2020,20-07-2020,0,BOE-B-2020-18964,75000,75000,0,1500,3750,CALLE SOLANA S/N,40180,BASARDILLA,Segovia,37500,352,75000,33480
SUB-JA-2016-10445,JUDICIAL EN VÍA DE APREMIO,4340 0000 06 1157 14,30-06-2020,20-07-2020,111676,BOE-B-2020-18942,340000,0,0,0,17000,CALLE MOVIMIENTO INDALIANO,4740,ROQUETAS DE MAR,Almería,79200,1111,228324,144713
SUB-JA-2019-139029,JUDICIAL EN VÍA DE APREMIO,0761 0000 06 0223 16,30-06-2020,20-07-2020,90696,BOE-B-2020-18958,163147,0,0,3262,8157,"C. Mossèn Jacint Verdaguer nº 21, 3º 2ª",8923,SANTA COLOMA DE GRAMANET,Barcelona,81573,1750,72451,97726
SUB-JV-2020-149148,JUDICIAL VOLUNTARIA,4035 0000 05 0532 19,30-06-2020,20-07-2020,0,BOE-B-2020-18966,179478,0,0,3000,17947,"CALLE CUEVA DE MENGA Nº 3, PORTAL 1, PLANTA 2ª, PUERTA D DE SEVILLA",41020,SEVILLA,Sevilla,111000,1954,179478,122808
SUB-JA-2020-148309,JUDICIAL EN VÍA DE APREMIO,2915 0000 06 0704 15,30-06-2020,20-07-2020,98969,BOE-B-2020-18869,191073,0,0,3821,9553,"UR. ATALAYA PARK, APARTAMENTO Nº7, ESTEPONA (MALAGA)",29680,ESTEPONA,Málaga,137572,2981,92104,117004
SUB-JA-2020-146877,JUDICIAL EN VÍA DE APREMIO,5066 0000 00 0784 14,30-06-2020,20-07-2020,186627,BOE-B-2020-18905,200167,0,0,4003,10008,"CALLE CENTENERA, 26-4º C",28017,MADRID,Madrid,64053,2891,13540,116167
SUB-JA-2020-148228,JUDICIAL EN VÍA DE APREMIO,3941 0000 06 0145 16,26-06-2020,17-07-2020,166506,BOE-B-2020-18325,213323,213323,0,0,5,"CALLE PERE VIVES 8º N, ZAGUAN 28-A",7006,PALMA DE MALLORCA,Baleares,149424,3259,46817,139105
SUB-JA-2019-116236,JUDICIAL EN VÍA DE APREMIO,0183 0000 05 1433 16,26-06-2020,16-07-2020,150697,BOE-B-2020-18316,157439,0,0,3148,7871,"UR. LOMAS DE CABO ROIG, 6(R), BL.2, ESC1, PL2,PT.11",3189,ORIHUELA,Alicante,75570,2258,6742,99044
SUB-JA-2020-148874,JUDICIAL EN VÍA DE APREMIO,2459 0000 00 0049 17,26-06-2020,16-07-2020,92588,BOE-B-2020-18307,220008,0,200,4400,11000,"AVENIDA PABLO NERUDA 56, PLANTA 2, PUERTA CENTRAL",28038,MADRID,Madrid,110204,2357,127420,117749
SUB-JA-2020-148816,JUDICIAL EN VÍA DE APREMIO,2459 0000 00 1195 13,26-06-2020,16-07-2020,254159,BOE-B-2020-18309,302600,0,200,6052,15130,"CALLE ALCALÁ 344, 4º B",28027,MADRID,Madrid,193864,3593,48441,209327
SUB-JA-2020-147429,JUDICIAL EN VÍA DE APREMIO,4033 0000 05 1491 08,25-06-2020,15-07-2020,5845,BOE-B-2020-18135,33421,0,0,668,1671,"C/ PERIODISTA RAMON RESA, 15",41012,SEVILLA,Sevilla,20052,2859,27576,23417
SUB-JA-2017-77244,JUDICIAL EN VÍA DE APREMIO,0162 0000 05 1639 14,25-06-2020,15-07-2020,87777,BOE-B-2020-18099,144419,144419,0,0,7220,"C/ G, BL.9 BW.81, EL OLIVO DE ORO",3130,SANTA POLA,Alicante,115600,1888,56642,89268
SUB-JA-2020-149014,JUDICIAL EN VÍA DE APREMIO,0879 0000 05 0143 16,25-06-2020,15-07-2020,6360,BOE-B-2020-18115,55277,55277,0,1105,2763,"C/ ANTOFAGASTA Nº 3, 2º B",29018,MÁLAGA,Málaga,21005,2970,48917,41267
SUB-JA-2020-148390,JUDICIAL EN VÍA DE APREMIO,1757 0000 05 3119 18,23-06-2020,14-07-2020,71669,BOE-B-2020-17735,126720,0,0,0,6336,"CALLE FONTIVEROS, Nº 42",18006,GRANDA,Granada,98000,2073,55051,85023
SUB-JA-2019-141447,JUDICIAL EN VÍA DE APREMIO,2927 0000 06 0152 12,23-06-2020,13-07-2020,128647,BOE-B-2020-17707,141000,0,0,0,7050,"AGRIPINA, 2",41410,CARMONA,Sevilla,156805,953,12353,92750
SUB-JA-2020-148938,JUDICIAL EN VÍA DE APREMIO,4321 0000 64 1224 17,23-06-2020,13-07-2020,34040,BOE-B-2020-17898,71855,78893,0,1437,3592,AVDA. CENTRAL 52 ESC.1 PLANTA 6 PUERTA 291 URBANIZACION JARDINES DEL MAR I,12594,OROPESA DEL MAR,Castellón,38801,1440,37815,47041
SUB-JA-2020-146849,JUDICIAL EN VÍA DE APREMIO,4070 0000 06 0368 15,23-06-2020,13-07-2020,245388,BOE-B-2020-17666,536460,0,0,10729,26823,"CALLE OTERO 65, URB. TORREQUINTO",41500,ALCALA DE GUADAIRA,Sevilla,236042,1206,291072,229801
SUB-JA-2020-148927,JUDICIAL EN VÍA DE APREMIO,3941 0000 06 0250 14,23-06-2020,13-07-2020,16950,BOE-B-2020-17782,99848,99848,0,0,4992,CALLE SANTA BARBARA Nº6 ADOSADO 12C,7141,MARRATXI,Baleares,27716,2928,82898,70804
SUB-JC-2020-147678,JUDICIAL CONCURSAL,0951 0000 52 0463 17,23-06-2020,13-07-2020,1116010,BOE-B-2020-17698,650000,0,0,1000,32500,"CALLE PUTXET, nº 61-63, planta baja destinada a aparcamiento y planta 1 vivienda y planta 2 vivienda.",8023,Barcelona,Barcelona,556000,4000,-466010,443341
SUB-JA-2020-147443,JUDICIAL EN VÍA DE APREMIO,4034 0000 06 0142 15,23-06-2020,13-07-2020,152612,BOE-B-2020-17829,425000,0,0,8500,21250,"C/ LUIS MONTOTO Nº 19, 1ª PLANTA",41003,SEVILLA,Sevilla,263500,3017,272388,238079
SUB-JA-2020-147365,JUDICIAL EN VÍA DE APREMIO,4169 0000 06 0211 13,23-06-2020,13-07-2020,154053,BOE-B-2020-17837,198333,0,0,3966,9916,"Calle Ciutat de Reus, núm. 32",43202,rEUS,Tarragona,138833,1391,44280,118284
SUB-JA-2020-146792,JUDICIAL EN VÍA DE APREMIO,0059 0000 05 0459 18,23-06-2020,13-07-2020,94021,BOE-B-2020-17732,147014,0,0,2940,7350,CALLE HERMANDAD Nº 34,28943,FUENLABRADA,Madrid,91149,1968,52993,94042
SUB-JA-2018-114082,JUDICIAL EN VÍA DE APREMIO,1582 0000 06 0133 15,23-06-2020,13-07-2020,28735,BOE-B-2020-17798,95188,0,0,1903,4759,Puente Brea o Porto de Bois,15930,Boiro,La Coruña,34267,1331,66453,52561
SUB-JA-2020-142806,JUDICIAL EN VÍA DE APREMIO,3113 0000 05 0223 15,23-06-2020,13-07-2020,3359,BOE-B-2020-17846,3651,3651,0,73,182,avda. del sol nº5,29630,benalmadena costa,Málaga,3067,2971,292,9096
SUB-JA-2020-148514,JUDICIAL EN VÍA DE APREMIO,4095 0000 06 0480 15,19-06-2020,09-07-2020,174436,BOE-B-2020-17114,93470,0,0,1869,4673,URBANIZACION RUEDOS DE CONSOLACION,41710,UTRERA,Sevilla,82253,1121,-80966,79529
